timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1611697033604,1025,HTTP Request-1,200,OK,BlazeDemo Home Page 1-9,text,true,,3228,116,10,10,https://blazedemo.com/,1025,0,70
1611697034433,550,HTTP Request,200,OK,BlazeDemo Home Page 1-1,text,true,,3447,232,10,10,https://blazedemo.com/,175,0,20
1611697034433,175,HTTP Request-0,302,Found,BlazeDemo Home Page 1-1,text,true,,219,116,10,10,http://blazedemo.com/,175,0,20
1611697034608,375,HTTP Request-1,200,OK,BlazeDemo Home Page 1-1,text,true,,3228,116,10,10,https://blazedemo.com/,375,0,73
1611697033686,1321,HTTP Request,200,OK,BlazeDemo Home Page 1-6,text,true,,3447,232,10,10,https://blazedemo.com/,173,0,18
1611697033686,173,HTTP Request-0,302,Found,BlazeDemo Home Page 1-6,text,true,,219,116,10,10,http://blazedemo.com/,173,0,18
1611697033860,1147,HTTP Request-1,200,OK,BlazeDemo Home Page 1-6,text,true,,3228,116,10,10,https://blazedemo.com/,1145,0,74
1611697027678,7453,HTTP Request,200,OK,BlazeDemo Home Page 1-3,text,true,,3447,232,10,10,https://blazedemo.com/,174,0,18
1611697027678,174,HTTP Request-0,302,Found,BlazeDemo Home Page 1-3,text,true,,219,116,10,10,http://blazedemo.com/,174,0,18
1611697027852,7279,HTTP Request-1,200,OK,BlazeDemo Home Page 1-3,text,true,,3228,116,10,10,https://blazedemo.com/,7278,0,71
1611697034631,554,HTTP Request,200,OK,BlazeDemo Home Page 1-9,text,true,,3447,232,10,10,https://blazedemo.com/,174,0,18
1611697034631,174,HTTP Request-0,302,Found,BlazeDemo Home Page 1-9,text,true,,219,116,10,10,http://blazedemo.com/,174,0,18
1611697034805,380,HTTP Request-1,200,OK,BlazeDemo Home Page 1-9,text,true,,3228,116,10,10,https://blazedemo.com/,378,0,77
1611697028698,6547,HTTP Request,200,OK,BlazeDemo Home Page 1-4,text,true,,3447,232,10,10,https://blazedemo.com/,183,0,23
